UTC,Open,High,Low,Close,Volume
01.04.2026 00:00:00.000 UTC,0.79772,0.79797,0.79768,0.79772,445.12
01.04.2026 00:05:00.000 UTC,0.79772,0.79775,0.79758,0.79774,247.35
01.04.2026 00:10:00.000 UTC,0.79775,0.79787,0.79766,0.79771,128.77
01.04.2026 00:15:00.000 UTC,0.79771,0.79773,0.79737,0.79747,279.40999999999997
01.04.2026 00:20:00.000 UTC,0.7975,0.7975,0.79728,0.79734,237.10999999999999
01.04.2026 00:25:00.000 UTC,0.79732,0.79741,0.79724,0.79725,204.00000000000003
01.04.2026 00:30:00.000 UTC,0.79724,0.79725,0.79713,0.79715,187.39999999999998
01.04.2026 00:35:00.000 UTC,0.79714,0.79728,0.79704,0.79704,197.82
01.04.2026 00:40:00.000 UTC,0.79705,0.79705,0.79682,0.79689,188.5
01.04.2026 00:45:00.000 UTC,0.79688,0.797,0.79681,0.79696,279.94
01.04.2026 00:50:00.000 UTC,0.79695,0.79703,0.79677,0.79688,437.82
01.04.2026 00:55:00.000 UTC,0.79689,0.79703,0.79673,0.79677,253.44
01.04.2026 01:00:00.000 UTC,0.7968,0.79782,0.79671,0.79782,927.73
01.04.2026 01:05:00.000 UTC,0.7978,0.7981,0.79751,0.79757,815.8299999999999
01.04.2026 01:10:00.000 UTC,0.79756,0.79762,0.7973,0.7974,766.2
01.04.2026 01:15:00.000 UTC,0.79742,0.79783,0.79739,0.79779,482.4
01.04.2026 01:20:00.000 UTC,0.7978,0.79798,0.7976,0.79794,496.50000000000006
01.04.2026 01:25:00.000 UTC,0.79794,0.79794,0.79766,0.79768,327.45
01.04.2026 01:30:00.000 UTC,0.79769,0.79793,0.79752,0.79793,468
01.04.2026 01:35:00.000 UTC,0.7979,0.79825,0.79788,0.79821,400.27
01.04.2026 01:40:00.000 UTC,0.79821,0.7984,0.79821,0.79831,252.45000000000002
01.04.2026 01:45:00.000 UTC,0.79831,0.79841,0.7981,0.79827,306
01.04.2026 01:50:00.000 UTC,0.79827,0.79834,0.79804,0.79804,190.5
01.04.2026 01:55:00.000 UTC,0.79804,0.79817,0.79804,0.7981,190.04999999999998
01.04.2026 02:00:00.000 UTC,0.79808,0.7982,0.79789,0.79791,277.20000000000005
01.04.2026 02:05:00.000 UTC,0.7979,0.7979,0.79778,0.79784,138.29999999999998
01.04.2026 02:10:00.000 UTC,0.79784,0.79794,0.79782,0.79786,176.4
01.04.2026 02:15:00.000 UTC,0.79787,0.79788,0.79767,0.79771,163.5
01.04.2026 02:20:00.000 UTC,0.7977,0.79778,0.79766,0.79767,117.6
01.04.2026 02:25:00.000 UTC,0.79767,0.79782,0.79767,0.79778,174.3
01.04.2026 02:30:00.000 UTC,0.7978,0.79789,0.79772,0.79778,187.5
01.04.2026 02:35:00.000 UTC,0.79777,0.79777,0.79756,0.79759,203.85
01.04.2026 02:40:00.000 UTC,0.79759,0.79764,0.79742,0.79749,162.06
01.04.2026 02:45:00.000 UTC,0.7975,0.7976,0.79744,0.79759,122.55
01.04.2026 02:50:00.000 UTC,0.79759,0.79759,0.79738,0.79747,122.7
01.04.2026 02:55:00.000 UTC,0.79748,0.79755,0.79738,0.79749,222.3
