UTC,Open,High,Low,Close,Volume
01.04.2026 00:00:00.000 UTC,0.69198,0.69221,0.69151,0.69221,888.37
01.04.2026 00:05:00.000 UTC,0.69219,0.69235,0.69213,0.69215,587.39
01.04.2026 00:10:00.000 UTC,0.69212,0.6925,0.69204,0.69245,589.28
01.04.2026 00:15:00.000 UTC,0.69244,0.69267,0.69234,0.6925,705.1800000000001
01.04.2026 00:20:00.000 UTC,0.69249,0.69252,0.69229,0.69245,397.03999999999996
01.04.2026 00:25:00.000 UTC,0.69244,0.69263,0.69232,0.69259,469.55
01.04.2026 00:30:00.000 UTC,0.6926,0.69277,0.6926,0.69269,421.82000000000005
01.04.2026 00:35:00.000 UTC,0.69271,0.69272,0.69226,0.6925,406.96
01.04.2026 00:40:00.000 UTC,0.69251,0.69282,0.69243,0.69278,395.78000000000003
01.04.2026 00:45:00.000 UTC,0.69277,0.69299,0.69245,0.69272,612.9
01.04.2026 00:50:00.000 UTC,0.6927,0.69289,0.69251,0.6926,519.42
01.04.2026 00:55:00.000 UTC,0.6926,0.69279,0.69245,0.6927,448.45
01.04.2026 01:00:00.000 UTC,0.6927,0.69276,0.69171,0.69174,1303.3200000000002
01.04.2026 01:05:00.000 UTC,0.69174,0.692,0.691,0.69195,1087.57
01.04.2026 01:10:00.000 UTC,0.69193,0.69261,0.69187,0.6926,638.49
01.04.2026 01:15:00.000 UTC,0.6926,0.6926,0.69205,0.6922,768.95
01.04.2026 01:20:00.000 UTC,0.6922,0.69242,0.69198,0.69211,562.1899999999999
01.04.2026 01:25:00.000 UTC,0.69211,0.69257,0.69211,0.69257,662.0999999999999
01.04.2026 01:30:00.000 UTC,0.69255,0.69266,0.69176,0.6918,752.8399999999999
01.04.2026 01:35:00.000 UTC,0.69181,0.69187,0.69123,0.69165,741.8800000000001
01.04.2026 01:40:00.000 UTC,0.69167,0.69174,0.6915,0.6916,441.39
01.04.2026 01:45:00.000 UTC,0.6916,0.69164,0.69106,0.6911,536.65
01.04.2026 01:50:00.000 UTC,0.6911,0.69137,0.69106,0.69135,565.97
01.04.2026 01:55:00.000 UTC,0.69134,0.69155,0.69124,0.69139,484.08
01.04.2026 02:00:00.000 UTC,0.69142,0.69173,0.69124,0.69168,474.89
01.04.2026 02:05:00.000 UTC,0.6917,0.69195,0.69168,0.69182,395.06
