Alert ID,Ticker,Name,Description,Time,Webhook status
4342280400,"CRYPTO:SOLUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""action"":""pattern_update"",""symbol"":""SOLUSD"",""meta"":{""pattern"":""bullish"",""c_level"":0,""active"":false}}",2026-04-02T10:20:01Z,Webhook delivery failed — 400 Bad Request
4342280400,"CRYPTO:SOLUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""action"":""pattern_update"",""symbol"":""SOLUSD"",""meta"":{""pattern"":""bearish"",""c_level"":79.350,""active"":true}}",2026-04-02T10:20:01Z,Webhook delivery failed — 400 Bad Request
4342281026,"CRYPTO:SOLUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""action"":""pattern_update"",""symbol"":""SOLUSD"",""meta"":{""pattern"":""bullish"",""c_level"":0,""active"":false}}",2026-04-02T10:20:01Z,Webhook delivery failed — 400 Bad Request
4342281026,"CRYPTO:SOLUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""action"":""pattern_update"",""symbol"":""SOLUSD"",""meta"":{""pattern"":""bearish"",""c_level"":79.350,""active"":true}}",2026-04-02T10:20:01Z,Webhook delivery failed — 400 Bad Request
4367431783,"ICMARKETS:GBPAUD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""strategy_id"":""abc_mfe_optimized"",""symbol"":""GBPAUD"",""action"":""SELL"",""risk"":1.0,""meta"":{""tp"":1.91455,""sl"":1.93137,""c_level"":1.92176,""rr"":""0.75:1"",""exit_strategy"":""sl_ratio"",""tp_mode"":""MFE Optimal"",""trailing_stop"":{""enabled"":false}}}",2026-04-02T10:11:00Z,Webhook successfully delivered
4342280400,"OANDA:AUDUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""strategy_id"":""abc_mfe_optimized"",""symbol"":""AUDUSD"",""action"":""BUY"",""risk"":1.0,""meta"":{""tp"":0.68867,""sl"":0.68328,""c_level"":0.68671,""rr"":""0.57:1"",""exit_strategy"":""geometric"",""tp_mode"":""MFE Optimal"",""trailing_stop"":{""enabled"":false}}}",2026-04-02T10:10:03Z,Webhook successfully delivered
4342281026,"OANDA:AUDUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""strategy_id"":""abc_mfe_optimized"",""symbol"":""AUDUSD"",""action"":""BUY"",""risk"":1.0,""meta"":{""tp"":0.68867,""sl"":0.68328,""c_level"":0.68671,""rr"":""0.57:1"",""exit_strategy"":""geometric"",""tp_mode"":""MFE Optimal"",""trailing_stop"":{""enabled"":false}}}",2026-04-02T10:10:03Z,Webhook successfully delivered
4342280400,"CRYPTO:ADAUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""strategy_id"":""abc_mfe_optimized"",""symbol"":""ADAUSD"",""action"":""BUY"",""risk"":1.0,""meta"":{""tp"":0.36522,""sl"":0.23603,""c_level"":0.23722,""rr"":""107.92:1"",""exit_strategy"":""fixed_mfe"",""tp_mode"":""MFE Optimal"",""trailing_stop"":{""enabled"":false}}}",2026-04-02T10:10:01Z,Webhook successfully delivered
4342281026,"CRYPTO:ADAUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""strategy_id"":""abc_mfe_optimized"",""symbol"":""ADAUSD"",""action"":""BUY"",""risk"":1.0,""meta"":{""tp"":0.36522,""sl"":0.23603,""c_level"":0.23722,""rr"":""107.92:1"",""exit_strategy"":""fixed_mfe"",""tp_mode"":""MFE Optimal"",""trailing_stop"":{""enabled"":false}}}",2026-04-02T10:10:01Z,Webhook successfully delivered
4342280400,"CRYPTO:SOLUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""strategy_id"":""abc_mfe_optimized"",""symbol"":""SOLUSD"",""action"":""BUY"",""risk"":1.0,""meta"":{""tp"":79.652,""sl"":78.573,""c_level"":78.968,""rr"":""1.73:1"",""exit_strategy"":""geometric"",""tp_mode"":""MFE Optimal"",""trailing_stop"":{""enabled"":false}}}",2026-04-02T10:10:01Z,Webhook successfully delivered
4342281026,"CRYPTO:SOLUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""strategy_id"":""abc_mfe_optimized"",""symbol"":""SOLUSD"",""action"":""BUY"",""risk"":1.0,""meta"":{""tp"":79.652,""sl"":78.573,""c_level"":78.968,""rr"":""1.73:1"",""exit_strategy"":""geometric"",""tp_mode"":""MFE Optimal"",""trailing_stop"":{""enabled"":false}}}",2026-04-02T10:10:01Z,Webhook successfully delivered
4342280400,"FX:NZDUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""strategy_id"":""abc_mfe_optimized"",""symbol"":""NZDUSD"",""action"":""BUY"",""risk"":1.0,""meta"":{""tp"":0.57232,""sl"":0.56773,""c_level"":0.57058,""rr"":""0.61:1"",""exit_strategy"":""geometric"",""tp_mode"":""MFE Optimal"",""trailing_stop"":{""enabled"":false}}}",2026-04-02T10:10:00Z,Webhook successfully delivered
